58509.0 2019.0685  -.139559293757E-09  -1.4300 0.4435  -.730298121213E-10  -0.7309 0.4526  -.572082578447E-10  -0.5889 0.5069
58543.0 2019.1616  -.145613937532E-09  -1.4906 0.4435  -.158809039261E-10  -0.1594 0.4526  -.117948660367E-09  -1.1963 0.5069
58574.0 2019.2466  -.126586700116E-09  -1.3003 0.4435  0.110172967253E-10   0.1096 0.4526  -.149363558075E-09  -1.5105 0.5069
58604.0 2019.3288  -.144562038116E-09  -1.4801 0.4435  -.251109961066E-10  -0.2517 0.4526  -.221835696257E-09  -2.2352 0.5069
58635.0 2019.4137  -.299209100834E-09  -3.0265 0.4435  -.107111835037E-09  -1.0717 0.4526  -.222509831244E-09  -2.2419 0.5069
58665.0 2019.4959  -.526786782185E-09  -5.3023 0.4435  -.189884397918E-09  -1.8994 0.4526  -.155358062570E-09  -1.5704 0.5069
58696.0 2019.5808  -.585472746907E-09  -5.8892 0.4435  -.157256967633E-09  -1.5732 0.4526  -.193671993086E-10  -0.2105 0.5069
58727.0 2019.6658  -.628559313249E-09  -6.3200 0.4435  -.174686045533E-09  -1.7475 0.4526  0.783980332601E-10   0.7672 0.5069
58757.0 2019.7479  -.545056994545E-09  -5.4850 0.4435  -.156535449584E-09  -1.5660 0.4526  0.144200524716E-09   1.4252 0.5069
58788.0 2019.8329  -.427032879318E-09  -4.3048 0.4435  -.171661292241E-09  -1.7172 0.4526  0.106855489765E-09   1.0517 0.5069
58818.0 2019.9151  -.276015511069E-09  -2.7946 0.4435  -.378998012514E-10  -0.3796 0.4526  0.503056823082E-10   0.4862 0.5069
58849.0 2020.0000  -.202536577375E-09  -2.0598 0.4435  -.620356084054E-11  -0.0626 0.4526  0.354263230091E-10   0.3374 0.5069
58880.0 2020.0847  -.143399166574E-09  -1.4684 0.4435  0.643715140258E-10   0.6431 0.4526  0.212341218285E-10   0.1955 0.5069
58909.0 2020.1639  -.136064937308E-09  -1.3951 0.4435  0.561865361824E-10   0.5613 0.4526  0.406286958554E-10   0.3895 0.5069
58940.0 2020.2486  -.125737744017E-09  -1.2918 0.4435  0.998415607692E-10   0.9978 0.4526  -.231056002273E-10  -0.2479 0.5069
58970.0 2020.3306  -.153936535758E-09  -1.5738 0.4435  0.791363827128E-10   0.7908 0.4526  -.665512548605E-10  -0.6823 0.5069
59001.0 2020.4153  -.350317823776E-09  -3.5376 0.4435  -.418103834649E-10  -0.4187 0.4526  -.108837577017E-09  -1.1052 0.5069
59031.0 2020.4973  -.527526790426E-09  -5.3097 0.4435  -.813729514890E-10  -0.8143 0.4526  0.143789664109E-11  -0.0024 0.5069
59062.0 2020.5820  -.618440688998E-09  -6.2188 0.4435  -.963868007571E-10  -0.9645 0.4526  0.148138535246E-09   1.4646 0.5069
59093.0 2020.6667  -.549185456756E-09  -5.5263 0.4435  -.762232993147E-10  -0.7628 0.4526  0.303531628481E-09   3.0185 0.5069
59123.0 2020.7486  -.509177187984E-09  -5.1262 0.4435  -.145032456501E-09  -1.4509 0.4526  0.300324242609E-09   2.9864 0.5069
59154.0 2020.8333  -.442357137859E-09  -4.4580 0.4435  -.117496878816E-09  -1.1756 0.4526  0.232684845347E-09   2.3100 0.5069
59184.0 2020.9153  -.426578016125E-09  -4.3002 0.4435  -.861552211977E-10  -0.8622 0.4526  0.164309060908E-09   1.6263 0.5069
59215.0 2021.0000  -.310251776591E-09  -3.1370 0.4435  -.182589987993E-10  -0.1832 0.4526  0.111276363522E-09   1.0959 0.5069
59246.0 2021.0849  -.261406383134E-09  -2.6485 0.4435  0.665902614748E-10   0.6653 0.4526  0.940679055411E-10   0.9239 0.5069
59274.0 2021.1616  -.257884648131E-09  -2.6133 0.4435  0.114479081898E-09   1.1442 0.4526  0.618190004080E-11   0.0450 0.5069
59305.0 2021.2466  -.232878307741E-09  -2.3632 0.4435  0.798846536231E-10   0.7982 0.4526  -.273515847095E-10  -0.2903 0.5069
59335.0 2021.3288  -.279900238739E-09  -2.8334 0.4435  0.617021998339E-10   0.6164 0.4526  -.664528629996E-10  -0.6814 0.5069
59366.0 2021.4137  -.412535354359E-09  -4.1598 0.4435  -.182513405387E-10  -0.1831 0.4526  -.872556640782E-10  -0.8894 0.5069
59396.0 2021.4959  -.557559594745E-09  -5.6100 0.4435  -.547696536817E-10  -0.5483 0.4526  0.106035136410E-10   0.0892 0.5069
59427.0 2021.5808  -.639057115942E-09  -6.4250 0.4435  -.138716807432E-09  -1.3878 0.4526  0.144566645711E-09   1.4288 0.5069
59458.0 2021.6658  -.609507881332E-09  -6.1295 0.4435  -.120592175208E-09  -1.2065 0.4526  0.253853568483E-09   2.5217 0.5069
59488.0 2021.7479  -.679630932560E-09  -6.8307 0.4435  -.218517608378E-09  -2.1858 0.4526  0.243329194713E-09   2.4165 0.5069
59519.0 2021.8329  -.519455108436E-09  -5.2290 0.4435  -.195992644364E-09  -1.9605 0.4526  0.213624598866E-09   2.1194 0.5069
59549.0 2021.9151  -.459327497413E-09  -4.6277 0.4435  -.153886172725E-09  -1.5395 0.4526  0.124388827692E-09   1.2271 0.5069
59580.0 2022.0000  -.359246616984E-09  -3.6269 0.4435  -.229243341381E-10  -0.2298 0.4526  0.100054820387E-09   0.9837 0.5069
59611.0 2022.0849  -.348488638186E-09  -3.5193 0.4435  -.207043456321E-10  -0.2076 0.4526  0.647958954776E-10   0.6311 0.5069
59639.0 2022.1616  -.312108250294E-09  -3.1555 0.4435  0.740945475443E-10   0.7403 0.4526  0.108912527161E-10   0.0921 0.5069
59670.0 2022.2466  -.289792469975E-09  -2.9324 0.4435  0.148319731172E-09   1.4826 0.4526  -.834985923466E-10  -0.8518 0.5069
59700.0 2022.3288  -.351495236110E-09  -3.5494 0.4435  0.434141391551E-10   0.4335 0.4526  -.100801179486E-09  -1.0248 0.5069
59731.0 2022.4137  -.507844137586E-09  -5.1129 0.4435  -.306449796122E-10  -0.3071 0.4526  -.115671528165E-09  -1.1735 0.5069
59761.0 2022.4959  -.655725155246E-09  -6.5917 0.4435  -.897241787110E-10  -0.8978 0.4526  0.179056488591E-10   0.1622 0.5069
59792.0 2022.5808  -.734128774655E-09  -7.3757 0.4435  -.108686459463E-09  -1.0875 0.4526  0.140014513267E-09   1.3833 0.5069
59823.0 2022.6658  -.793499669861E-09  -7.9694 0.4435  -.104082675899E-09  -1.0414 0.4526  0.240626785273E-09   2.3894 0.5069
59853.0 2022.7479  -.772195355291E-09  -7.7564 0.4435  -.173853197523E-09  -1.7391 0.4526  0.259936369442E-09   2.5825 0.5069
59884.0 2022.8329  -.696255896326E-09  -6.9970 0.4435  -.146030308864E-09  -1.4609 0.4526  0.239472568361E-09   2.3779 0.5069
59914.0 2022.9151  -.629454157000E-09  -6.3290 0.4435  -.110745235267E-09  -1.1081 0.4526  0.192183314679E-09   1.9050 0.5069
59945.0 2023.0000  -.472881495819E-09  -4.7632 0.4435  -.382911092814E-10  -0.3835 0.4526  0.149519719081E-09   1.4784 0.5069
59976.0 2023.0849  -.411974313771E-09  -4.1542 0.4435  0.507467525597E-10   0.5069 0.4526  0.173157641400E-09   1.7148 0.5069
60004.0 2023.1616  -.421673814313E-09  -4.2512 0.4435  0.964119246544E-10   0.9635 0.4526  0.858149117153E-10   0.8413 0.5069
60035.0 2023.2466  -.434991799199E-09  -4.3844 0.4435  0.159107364891E-09   1.5905 0.4526  0.743565033461E-10   0.7267 0.5069
60065.0 2023.3288  -.449802270407E-09  -4.5325 0.4435  0.117243721286E-09   1.1718 0.4526  0.341129945702E-11   0.0173 0.5069
60096.0 2023.4137  -.595034836614E-09  -5.9848 0.4435  -.481029739122E-11  -0.0487 0.4526  -.304980933577E-10  -0.3218 0.5069
60126.0 2023.4959  -.767641889459E-09  -7.7109 0.4435  -.940658062142E-10  -0.9413 0.4526  0.107285075697E-09   1.0560 0.5069
60157.0 2023.5808  -.859674351500E-09  -8.6312 0.4435  -.105247722332E-09  -1.0531 0.4526  0.260214830563E-09   2.5853 0.5069
60188.0 2023.6658  -.870239572020E-09  -8.7368 0.4435  -.143442421667E-09  -1.4350 0.4526  0.331849750881E-09   3.3017 0.5069
60218.0 2023.7479  -.871127956133E-09  -8.7457 0.4435  -.215244062155E-09  -2.1530 0.4526  0.343624838947E-09   3.4194 0.5069
60249.0 2023.8329  -.770436513926E-09  -7.7388 0.4435  -.160726545980E-09  -1.6079 0.4526  0.330631400058E-09   3.2895 0.5069
60279.0 2023.9151  -.647265963827E-09  -6.5071 0.4435  -.104367197454E-09  -1.0443 0.4526  0.326597384444E-09   3.2492 0.5069
60310.0 2024.0000  -.580974993878E-09  -5.8442 0.4435  -.365989305523E-10  -0.3666 0.4526  0.243257224042E-09   2.4157 0.5069
60341.0 2024.0847  -.445538417566E-09  -4.4898 0.4435  -.176825822756E-10  -0.1774 0.4526  0.274558654721E-09   2.7288 0.5069
60370.0 2024.1639  -.467055146878E-09  -4.7050 0.4435  0.463140747669E-11   0.0457 0.4526  0.239062416023E-09   2.3738 0.5069
60401.0 2024.2486  -.541514027145E-09  -5.4496 0.4435  -.539772185005E-11  -0.0546 0.4526  0.158135065824E-09   1.5645 0.5069
60431.0 2024.3306  -.488250314451E-09  -4.9169 0.4435  -.107267968152E-10  -0.1079 0.4526  0.109544220583E-09   1.0786 0.5069
60462.0 2024.4153  -.571474033482E-09  -5.7492 0.4435  -.629393883487E-10  -0.6300 0.4526  0.109211736679E-09   1.0753 0.5069
60492.0 2024.4973  -.704991535730E-09  -7.0843 0.4435  -.116648123707E-09  -1.1671 0.4526  0.199624474760E-09   1.9794 0.5069
60523.0 2024.5820  -.779229312099E-09  -7.8267 0.4435  -.143251375346E-09  -1.4331 0.4526  0.369946626644E-09   3.6826 0.5069
60554.0 2024.6667  -.808745756455E-09  -8.1219 0.4435  -.197697810208E-09  -1.9776 0.4526  0.459317375020E-09   4.5764 0.5069
60584.0 2024.7486  -.712472856503E-09  -7.1592 0.4435  -.163597358503E-09  -1.6366 0.4526  0.527660030142E-09   5.2598 0.5069
60615.0 2024.8333  -.661906470107E-09  -6.6535 0.4435  -.921250194265E-10  -0.9219 0.4526  0.384178102332E-09   3.8250 0.5069
60645.0 2024.9153  -.566860078198E-09  -5.7030 0.4435  -.855701974420E-10  -0.8563 0.4526  0.350727121999E-09   3.4904 0.5069
60676.0 2025.0000  -.547603860710E-09  -5.5105 0.4435  -.699679165252E-10  -0.7003 0.4526  0.254462298934E-09   2.5278 0.5069
60707.0 2025.0849  -.509327179390E-09  -5.1277 0.4435  -.781924550960E-11  -0.0788 0.4526  0.190681483672E-09   1.8900 0.5069
60735.0 2025.1616  -.561427625048E-09  -5.6487 0.4435  0.428149112553E-10   0.4275 0.4526  0.915327482042E-10   0.8985 0.5069
60766.0 2025.2466  -.524182799753E-09  -5.2763 0.4435  0.648289894504E-10   0.6477 0.4526  0.746800073869E-10   0.7300 0.5069
60796.0 2025.3288  -.508742849432E-09  -5.1219 0.4435  0.862660902111E-10   0.8621 0.4526  0.753807675024E-10   0.7370 0.5069
60827.0 2025.4137  -.626196450293E-09  -6.2964 0.4435  -.850811159304E-10  -0.8514 0.4526  0.485148881894E-10   0.4683 0.5069
60857.0 2025.4959  -.750424297537E-09  -7.5387 0.4435  -.779129999233E-10  -0.7797 0.4526  0.119806672131E-09   1.1812 0.5069
60888.0 2025.5808  -.847935225993E-09  -8.5138 0.4435  -.133754634553E-09  -1.3381 0.4526  0.239956438774E-09   2.3827 0.5069
60919.0 2025.6658  -.970898714823E-09  -9.7434 0.4435  -.215758251527E-09  -2.1582 0.4526  0.361242213366E-09   3.5956 0.5069
60949.0 2025.7479  -.903401145878E-09  -9.0684 0.4435  -.203644585823E-09  -2.0370 0.4526  0.365905622871E-09   3.6422 0.5069
60980.0 2025.8329  -.855171418318E-09  -8.5861 0.4435  -.183661160670E-09  -1.8372 0.4526  0.299064157463E-09   2.9738 0.5069
61010.0 2025.9151  -.806346713962E-09  -8.0979 0.4435  -.174102884482E-09  -1.7416 0.4526  0.234905910955E-09   2.3322 0.5069
